KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-poËet parcel;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-poËet parcel;Chmelnice(3)-v˝mÏra;Vinice(4)-poËet parcel;Vinice(4)-v˝mÏra;Zahrada(5)-poËet parcel;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-poËet parcel;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-poËet parcel;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-poËet parcel;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-poËet parcel;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-poËet parcel;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-poËet parcel;OstatnÌ plocha(14)-v˝mÏra
601471;BechlÌn;1742;11714458;245;6690267;8;293715;3;62238;263;180474;47;426883;107;113906;146;3083605;26;29249;420;147386;477;686735;
601497;P¯edonÌn;1399;3528984;322;1554559;0;0;2;23646;224;106391;26;100930;51;115693;92;775635;45;24285;301;86721;336;741124;
601501;Bechov;912;3520151;312;1364554;0;0;0;0;108;81162;4;19643;72;133257;30;1658437;68;34991;142;49197;176;178910;
601527;BÏchovice;2494;6834935;240;3605033;0;0;0;0;524;302744;1;5052;63;174126;24;372158;98;114196;817;245607;727;2016019;
601543;BechynÏ;4262;7767773;254;3003645;0;0;0;0;990;514095;1;9029;164;502836;94;1732290;17;286506;1871;415586;871;1303786;
601560;Senoûaty u BechynÏ;366;2546134;49;1799151;0;0;0;0;68;57805;0;0;26;149838;36;373995;6;7748;90;33497;91;124100;
601586;BÏl· u HornÌ Cerekve;687;3311578;180;1507118;0;0;0;0;69;41613;0;0;149;558287;112;1055175;25;38982;60;21536;92;88867;
601594;BÏl·;1074;3929338;442;2953688;0;0;0;0;168;125485;8;48474;72;112340;92;459349;10;13190;134;56318;148;160494;
601608;BÏl· u StarÈ Paky;2536;7759174;326;2691362;0;0;0;0;76;44535;0;0;792;2167202;358;2029146;29;80870;243;65554;712;680505;
601616;BÏl· ve Slezsku;980;2864924;271;1248493;0;0;0;0;224;93870;0;0;45;283499;14;891245;15;50480;256;86413;155;210924;
601624;BÏl· nad Radbuzou;2454;12559803;159;6267360;0;0;0;0;316;186997;0;0;365;2158046;179;2783376;44;95738;566;183527;825;884759;
601632;Byst¯ice u BÏlÈ nad Radbuzou;648;4226360;26;271168;0;0;0;0;65;25433;0;0;189;1560377;143;2213668;2;8218;91;24018;132;123478;
601641;»eËÌn;443;2925774;105;1252492;0;0;0;0;26;12937;0;0;97;537370;63;954172;20;9435;18;13141;114;146227;
601659;»ern· Hora u BÏlÈ nad Radbuzou;338;4985399;110;1047912;0;0;0;0;24;5783;0;0;32;122503;46;3480894;13;176923;16;9755;97;141629;
601667;Doubravka u BÏlÈ nad Radbuzou;913;2205219;167;357021;0;0;0;0;29;16194;0;0;460;1045350;125;663086;16;23353;16;10161;100;90054;
601675;⁄jezd SvatÈho K¯Ìûe;1540;6401643;213;1263299;0;0;0;0;141;72596;1;704;458;2373553;301;2180586;17;70097;107;57293;302;383515;
601683;BÏl· nad Svitavou;2055;11548822;242;6205414;0;0;0;0;423;306178;2;6646;378;1616950;206;2714948;32;23420;312;87935;460;587331;
601705;BÏl· pod BezdÏzem;7082;36964589;547;7763043;0;0;0;0;1072;569034;13;41191;904;1559972;544;23830224;89;207780;2307;604373;1606;2388972;
601756;Adolfovice;2490;34964624;162;2771582;0;0;0;0;336;170275;0;0;227;2128806;441;28779170;73;150234;554;130377;697;834180;
601772;Domaöov u JesenÌka;7709;57263360;476;2221009;0;0;0;0;697;396691;0;0;1628;8041374;1879;44774970;219;245829;878;239181;1932;1344306;
601799;BÏl· u JevÌËka;1472;5135278;189;1034493;0;0;0;0;212;108434;7;19811;374;1546747;147;2065460;17;18355;192;47667;334;294311;
601802;MalonÌn;536;2595832;81;682755;0;0;0;0;55;30223;0;0;93;320241;96;1402452;12;6515;47;15568;152;138078;
601811;Smoln· u JevÌËka;477;1956715;33;853512;0;0;0;0;83;44427;4;38425;84;316945;108;549660;6;16694;57;15263;102;121789;
601829;BÏl· u Pecky;840;2221953;68;469211;0;0;0;0;74;34512;1;3154;217;778873;89;680435;43;49325;153;33265;195;173178;
601837;DolnÌ Javo¯Ì;611;1271543;54;261261;0;0;0;0;42;30235;4;8581;177;543049;71;320008;65;17397;48;17885;150;73127;
601845;HornÌ Javo¯Ì;333;924772;54;410785;0;0;0;0;42;34755;3;11724;96;283091;28;132384;1;270;33;10175;76;41588;
601853;RadkynÏ;680;2097273;114;809662;0;0;0;0;52;32997;1;5799;161;688656;66;320722;6;10011;73;26986;207;202440;
601861;UhlÌ¯e;504;1668388;57;302448;0;0;0;0;63;44273;3;11084;183;442507;52;747728;4;491;56;18713;86;101144;
601870;BÏlËice;1642;10958419;205;5202881;0;0;0;0;266;194286;3;8389;178;1773305;77;2218101;49;654385;500;158482;364;748590;
601888;BÏleË;1502;18474463;572;4365009;0;0;0;0;132;106099;18;78444;143;300522;39;13076105;137;99112;210;85004;251;364168;
601896;BÏleË u MladÈ Voûice;2984;12227447;763;4474913;0;0;0;0;142;115970;0;0;820;2104136;286;4621660;209;220011;152;79386;612;611371;
601918;BÏleË u Lomnice;743;2449324;37;172559;0;0;0;0;98;79721;3;8151;160;907878;164;1033061;37;11285;77;21787;167;214882;
601926;K¯eptov;364;1561377;34;401985;0;0;0;0;33;33452;1;6806;54;280756;83;690418;3;481;35;9333;121;138146;
601934;BÏleË nad OrlicÌ;1784;18819190;331;1712298;0;0;0;0;121;76731;0;0;278;991296;251;15063397;134;213048;341;86157;328;676263;
601942;BÏleËko;1339;10864985;283;1015701;0;0;0;0;147;84065;1;2851;317;844197;165;8565397;75;66897;145;55297;206;230580;
601951;BÏlice;1301;5630423;391;2794594;0;0;0;0;84;75516;3;9042;170;398381;154;1838895;22;44501;112;57237;365;412257;
601977;BÏlkovice;1786;5402573;575;3755361;1;5502;0;0;427;281538;0;0;47;37259;10;704294;42;106153;425;129732;259;382734;
601985;Laöùany;2188;9893935;480;3227772;0;0;0;0;364;213927;0;0;111;403576;293;5333265;9;32801;579;166197;352;516397;
601993;BÏloky;614;2224618;166;1691100;0;0;0;0;100;57041;5;18406;36;55693;10;202636;13;23490;97;36633;187;139619;
602001;BÏlotÌn;3527;18887183;690;11904798;0;0;0;0;441;466267;3;16647;174;409279;228;1897503;208;306464;482;243276;1301;3642949;
602019;BÏlov;1592;3438121;462;1366921;0;0;0;0;197;161416;16;87962;331;371444;17;938016;13;175273;218;71861;338;265228;
602027;BÏluöice;596;2545494;58;1345662;0;0;0;0;154;116824;6;21186;9;36603;123;803678;9;16398;166;79021;71;126122;
602035;Bed¯ich˘v SvÏtec;319;2837725;65;1707693;0;0;2;60207;38;31339;2;52733;11;117873;1;394494;8;24778;32;17469;160;431139;
602043;BÏluöice u Mostu;540;3490145;82;1760446;0;0;12;282781;55;57266;10;400178;22;215494;9;194565;13;40547;96;48309;241;490559;
602051;Odolice;558;4491638;115;2885634;0;0;0;0;44;21841;0;0;61;870125;2;124542;17;31050;57;29693;262;528753;
602060;Ben·teck· Vrutice;1862;9155114;142;4725301;0;0;0;0;141;93332;3;26965;31;277814;73;449280;19;80192;693;268330;760;3233900;
602078;Ji¯ice;677;8376379;63;3470148;0;0;0;0;83;78764;3;25523;23;24695;54;3662285;3;4992;221;113726;227;996246;
602086;Ben·tky;559;3608913;132;2770359;0;0;0;0;75;46222;0;0;39;191793;30;182620;24;26965;101;68138;158;322816;
602094;Ben·tky u Litomyöle;1500;4786682;407;3667894;0;0;0;0;214;147590;9;9997;168;373479;21;134580;8;31999;221;59755;452;361388;
602108;NovÈ Ben·tky;2746;4223690;341;2615653;0;0;1;13508;578;292474;3;11643;70;74952;34;62522;8;65790;1043;284443;668;802705;
602116;Obod¯;729;3456037;117;1837784;0;0;0;0;174;132317;1;4370;69;306828;7;802071;3;31114;193;54063;165;287490;
602124;StarÈ Ben·tky;3087;13404200;486;6155310;0;0;0;0;553;288706;0;0;21;183578;68;3604603;8;68389;1234;336357;717;2767257;
602132;Benecko;1760;4879695;36;98840;0;0;0;0;9;6705;0;0;788;1819295;69;2656551;10;2405;309;64258;539;231641;
602141;DolnÌ ätÏpanice;1597;2433332;28;98189;0;0;0;0;108;69746;2;9653;643;1175636;350;831987;16;40410;224;37045;226;170666;
602159;HornÌ ätÏpanice;2388;5518660;91;531903;0;0;0;0;14;11360;2;20808;1044;2442848;347;2114375;31;37607;245;54192;614;305567;
602167;Mrklov;2085;3686122;92;544245;0;0;0;0;2;4052;0;0;1031;1988596;308;845907;14;8777;204;41303;434;253242;
602191;Beneöov u Prahy;13823;40220553;1588;13165632;0;0;0;0;1878;1068798;54;333038;809;4248559;815;12669506;372;801539;4401;1323302;3906;6610179;
602353;Beneöov;1427;5519823;407;1436462;0;0;0;0;87;67086;0;0;344;596234;212;3131819;101;58443;82;32618;194;197161;
602361;Beneöov u Boskovic;3790;13625964;1132;2525902;0;0;0;0;251;155801;0;0;1059;1593950;143;8214423;155;53698;362;118023;688;964167;
602388;Beneöov nad »ernou;3146;12400099;435;2669004;0;0;0;0;286;192853;18;36545;652;2575383;303;5228064;78;251631;516;112067;858;1334552;
602396;Velk˝ Jind¯ichov;390;6321326;5;68099;0;0;0;0;18;3065;0;0;129;1544462;49;4394868;19;53823;41;11157;129;245852;
602400;Hartunkov;1373;5837801;245;1242868;0;0;0;0;9;8118;0;0;468;1309151;191;2774878;73;120480;68;13216;319;369090;
602426;KlenÌ;1808;7650412;118;772018;0;0;0;0;36;24279;0;0;384;1808318;310;3784398;33;354334;174;27632;753;879433;
602434;Ku¯Ì;1629;6923217;284;1116541;0;0;0;0;7;3018;0;0;388;1542022;346;3522352;17;17915;47;15002;540;706367;
602442;ValtÈ¯ov;1053;4159096;512;1950885;0;0;0;0;9;7852;2;42810;144;182918;72;1638208;7;15244;19;5934;288;315245;
602451;Beneöov nad PlouËnicÌ;2747;5307656;26;193495;0;0;0;0;662;414555;23;530194;241;663861;54;2202905;38;124506;1154;284076;549;894064;
602469;Ovesn·;679;4464277;18;190820;0;0;0;0;80;53018;2;8015;182;1783575;69;1996233;3;7046;61;15231;264;410339;
602477;Beneöov u Semil;3600;5385910;535;2282887;0;0;0;0;375;247597;8;19098;892;1217331;517;893748;27;123203;479;108631;767;493415;
602515;Beneöova Hora;1498;4201674;249;1416789;0;0;0;0;75;57417;0;0;345;1313679;104;908669;45;12807;175;42793;505;449520;
602523;»·buze;770;2377018;112;769593;0;0;0;0;59;33928;0;0;167;627566;65;602516;29;37198;75;24899;263;281318;
602531;Beneöovice;1462;10233831;263;3574090;0;0;0;0;84;72498;0;0;72;312588;401;5554776;34;41326;97;56785;511;621768;
602540;Lom u St¯Ìbra;1153;6933816;260;3541677;0;0;0;0;118;60259;0;0;118;220335;221;2735500;16;27488;123;48841;297;299716;
602566;Benetice;1228;3245829;355;1807942;0;0;0;0;61;28158;0;0;257;579651;110;553736;49;20373;102;34631;294;221338;
602574;VÏstoÚovice;421;1664020;146;838903;0;0;0;0;25;16575;0;0;67;245178;60;444313;5;3984;30;14439;88;100628;
602582;Benice;1499;2773795;460;2143536;0;0;0;0;182;100472;44;27411;128;131114;38;69138;139;69613;305;72258;203;160253;
602591;Benkovice;1786;4333743;498;2332392;0;0;0;0;157;87347;0;0;345;698764;344;1001619;30;17481;199;56528;213;139612;
602604;BeÚov;1788;6806972;878;5355206;0;0;0;0;271;221890;2;14641;55;109745;45;583622;8;31215;272;120407;257;370246;
602612;Prusy;379;1839773;114;1351711;31;175059;0;0;74;81552;0;0;23;35825;11;33600;4;19985;49;23781;73;118260;
602621;Beranov;458;3875749;101;1886490;0;0;0;0;42;28316;0;0;147;874417;36;919922;13;28457;46;29402;73;108745;
602639;Kladruby u Beranova;501;6660386;70;2226975;0;0;0;0;33;21298;0;0;162;1854618;74;2179189;9;37868;50;34535;103;305903;
602647;Bernardov;826;3454690;280;1369965;0;0;0;0;90;62078;15;30136;15;23822;110;1705555;11;8697;133;64286;172;190151;
602655;Bernartice u DolnÌch Kralovic;2192;4477377;881;2306646;0;0;0;0;99;78030;3;12514;353;375443;258;629838;7;488890;204;75662;387;510354;
602663;Bernartice u Milevska;1861;6606906;208;4094101;0;0;0;0;415;270929;0;0;200;740713;28;520282;62;298915;532;186843;416;495123;
602671;Bilinka;1031;3143955;435;1816713;0;0;0;0;40;32284;9;230679;229;382328;59;513540;113;21294;44;30646;102;116471;
602680;Bojenice;440;3649291;70;2319715;0;0;0;0;87;64310;0;0;80;429150;42;634106;18;18855;76;41563;67;141592;
602698;ZbÏöice;1275;7003679;522;1847888;0;0;0;0;74;45320;15;29683;257;437386;119;4376261;61;52519;79;35312;148;179310;
602701;Bernartice u Str·ûe;623;6296786;79;2275313;0;0;0;0;106;86238;2;6889;71;579174;94;3076735;17;27761;104;38030;150;206646;
602710;Borek u Tachova;641;4455931;38;1879935;0;0;0;0;30;11983;0;0;51;279297;59;1469790;70;175957;180;23932;213;615037;
602728;Dehetn·;511;4974649;30;1439114;0;0;0;0;44;33048;0;0;55;445231;74;2159165;41;477479;126;27362;141;393250;
602736;Strachovice u Bernartic;402;3243566;58;1459441;0;0;0;0;54;40329;0;0;83;1062717;73;491205;13;19060;43;27606;78;143208;
602744;BeËkov;1214;3449488;324;850231;0;0;0;0;25;13783;0;0;359;1137833;65;930082;1;94;90;22826;350;494639;
602752;Bernartice;2890;10703697;388;2702413;0;0;0;0;188;158687;0;0;784;2717866;285;3995696;58;34007;474;131258;713;963770;
602761;Kr·lovec;1417;9948652;285;4287082;0;0;0;0;50;55424;0;0;346;1469888;105;3026318;32;40380;190;85564;409;983996;
602779;K¯enov u éaclÈ¯e;1054;3779644;120;427304;0;0;0;0;32;25605;1;16427;429;1479939;66;1293162;66;56892;85;32123;255;448192;
602787;Lampertice;1688;5840720;177;2005696;0;0;0;0;171;137137;1;6276;463;1695411;124;847914;43;49561;271;151958;438;946767;
602825;Bernartice u JavornÌka;1722;18656432;149;16203220;0;0;0;0;395;344761;0;0;82;540195;25;273590;150;218434;474;270895;447;805337;
602833;Bukov· u Bernartic;1008;5917031;180;3869298;0;0;0;0;99;67534;0;0;144;1198553;99;404318;76;54510;136;68675;274;254143;
602841;HornÌ He¯manice u Bernartic;362;3956587;90;2642555;0;0;0;0;47;40244;1;3963;23;87686;16;924511;29;50106;74;39991;82;167531;
602850;Bernartice nad Odrou;2606;9574842;598;5138542;0;0;0;0;465;414753;0;0;224;1295879;254;1912866;114;188467;462;151658;489;472677;
602868;Beroun;17075;23940717;1517;3352664;0;0;0;0;2733;1225533;105;401528;460;1236059;556;10140870;132;511985;6142;1424621;5430;5647457;
603074;Zdejcina;1116;1957966;117;477861;0;0;0;0;183;106960;4;10602;176;414422;63;697691;19;2504;207;28900;347;219026;
603091;Jarov u Berouna;608;2254632;132;1067504;0;0;0;0;71;42757;3;11377;67;332588;39;268028;1;1400;112;42427;183;488551;
603104;BÏrunice;712;6974328;70;5131456;0;0;0;0;165;113585;3;13007;9;34093;21;1129747;31;65227;262;118562;151;368651;
603112;BÏruniËky;810;4515376;555;4160500;0;0;0;0;41;31819;4;6652;4;12116;0;0;75;73880;61;46875;70;183534;
603121;KnÏûiËky;496;11870549;40;3118731;0;0;0;0;92;87851;2;35142;16;69755;83;7419140;30;390741;137;83180;96;666009;
603155;Slibovice;512;3307087;330;3012793;0;0;0;0;31;36908;1;4350;2;19844;1;5952;38;38914;53;50127;56;138199;
603163;VelkÈ V˝kleky;1025;4184181;559;3770307;0;0;0;0;125;74181;3;20481;2;1945;0;0;54;47749;156;92140;126;177378;
603171;Vlkov nad Lesy;960;7659950;620;3935272;0;0;0;0;34;15880;7;648081;32;94691;29;2452168;56;113834;75;48896;107;351128;
603180;BÏ¯Ìn;428;3079835;45;251355;0;0;0;0;71;63055;0;0;106;292707;25;2348721;3;662;48;21781;130;101554;
603198;Bakov;442;2157819;134;1475906;0;0;0;0;57;20915;1;17005;17;128471;9;123449;6;21149;59;28667;159;342257;
603201;Be¯ovice;646;3546735;128;2078137;0;0;0;0;146;100303;1;7595;26;884569;8;60300;19;25850;161;76419;157;313562;
603210;Besednice;4561;13958578;1361;4346235;0;0;0;0;370;238827;3;4039;633;1108866;933;7237485;37;76440;469;118353;755;828333;
603228;MalËe;569;2160966;21;281335;0;0;0;0;38;24968;0;0;61;753268;236;816933;10;105666;62;22727;141;156069;
603236;BÏstovice;2002;4190071;504;2320925;0;0;0;0;289;131983;0;0;361;937035;38;125534;84;75726;302;103344;424;495524;
603244;BÏstvina;2183;7412673;638;3774019;0;0;0;0;277;209598;17;55701;245;676628;184;2051287;26;91217;349;104532;447;449691;
603261;Pa¯Ìûov;636;1796753;154;674143;0;0;0;0;72;43192;10;26096;60;93019;57;600985;12;218498;89;41164;182;99656;
603287;SpaËice;816;3312472;279;1725468;0;0;0;0;74;67825;0;0;98;155196;92;1079161;37;81971;64;36069;172;166782;
603295;Vestec u BÏstviny;403;1553682;135;1079645;0;0;0;0;39;35581;0;0;68;194586;7;77827;14;44950;59;19736;81;101357;
603317;BÏöiny;2281;8289267;446;2784020;0;0;0;0;338;230425;1;2985;438;1518341;73;2825759;58;160986;370;129959;557;636792;
603325;Ho¯·kov;284;1872300;19;346332;0;0;0;0;34;58188;0;0;47;693341;35;589120;1;973;46;15881;102;168465;
603333;KozÌ;1123;2536561;217;671661;0;0;0;0;112;102916;0;0;328;951714;92;513327;43;13304;103;32180;228;251459;
603341;RajskÈ;409;1319732;14;93745;0;0;0;0;27;24004;1;4995;119;628687;87;441242;6;7908;27;13265;128;105886;
603350;⁄loh;440;2018059;87;586002;0;0;0;0;49;35863;0;0;88;420101;20;734925;9;13852;50;39931;137;187385;
603368;BÏötÌn;1312;3006355;80;222462;0;0;0;0;271;174891;15;54767;311;566313;14;1732966;90;22782;283;80523;248;151651;
603376;BezdÏËÌ u Trn·vky;741;4825042;202;2797141;0;0;0;0;94;72801;9;56840;57;129971;121;1475421;11;19068;109;49407;138;224393;
603384;Uner·zka;454;2168386;114;769154;0;0;0;0;37;29316;0;0;68;386564;92;812014;9;24212;45;25368;89;121758;
609862;JaronÌn-Kuklov;245;2034442;0;0;0;0;0;0;15;14013;3;9981;82;971767;23;811461;5;17163;24;7716;93;202341;
609871;Beneöovice u P¯elouËe;359;1862724;204;1627558;0;0;0;0;26;14415;7;25375;14;25136;2;54138;23;20788;34;22262;49;73052;
609889;Brloh u P¯elouËe;1202;2841463;520;1696626;0;0;0;0;127;87130;7;35492;76;140875;35;633654;72;25859;118;59013;247;162814;
609897;Brn·;629;2759075;72;1220964;0;0;0;0;42;39537;1;3022;102;528580;124;749366;17;22823;100;31933;171;162850;
609901;Brn· nad Labem;3206;4245333;84;56738;0;0;0;0;882;736836;8;23275;382;277661;47;2326249;8;187165;1192;108771;603;528638;
609919;BrÚany;886;5640045;193;4726403;0;0;0;0;147;73315;3;14271;11;40358;40;230702;11;170125;295;113106;186;271765;
609927;BrnÏnec;663;1144280;15;9967;0;0;0;0;127;100690;0;0;52;323993;48;324061;33;36038;223;91896;165;257635;
609935;BrnÌËko u Z·b¯eha;2085;7250200;466;1864763;0;0;0;0;268;157127;3;15137;419;1291289;203;3498090;35;38161;271;86176;420;299457;
609951;BrnÌ¯ov;1215;2706444;244;987789;0;0;0;0;169;103772;0;0;221;582691;108;737774;33;14465;211;67713;229;212240;
609960;Podz·mËÌ;434;2975405;28;83902;0;0;0;0;75;59805;0;0;132;389316;41;2355124;11;3834;68;29300;79;54124;
609978;BrniötÏ;1886;10150457;269;5185878;0;0;0;0;217;127688;0;0;362;1647340;133;2357037;48;68406;276;124890;581;639218;
609986;Hlem˝ûdÌ;1012;2799475;130;1685903;0;0;0;0;146;108843;0;0;231;404584;51;221729;43;89368;187;55203;224;233845;
610003;MÏsto Brno;1146;1194300;0;0;0;0;0;0;71;57105;0;0;0;0;0;0;0;0;630;450486;445;686709;
610089;StarÈ Brno;3186;1682001;2;1104;0;0;0;0;369;251244;0;0;10;3945;0;0;0;0;1474;593990;1331;831718;
610186;ät˝¯ice;4379;3326473;67;115910;0;0;0;0;538;216513;2;4191;13;6164;14;23539;8;93211;1670;624261;2067;2242684;
610208;Pis·rky;4669;4667866;6;4660;0;0;0;0;809;626729;1;3661;153;57377;208;1662261;115;157048;1268;484025;2109;1672105;
610283;Nov˝ LÌskovec;4117;1654451;57;20065;0;0;1;271;740;333368;0;0;62;138433;15;41949;1;70;882;158570;2359;961725;
610313;Kohoutovice;4724;2380215;37;14901;0;0;0;0;524;113124;0;0;113;81740;115;838441;0;0;1417;236855;2518;1095154;
610330;Str·nice;2801;925517;0;0;0;0;0;0;1081;397100;0;0;7;3213;0;0;0;0;1347;252856;366;272348;
610372;Veve¯Ì;2672;1975763;0;0;0;0;0;0;435;254483;0;0;0;0;0;0;0;0;1373;718722;864;1002558;
610470;éabov¯esky;11252;4348750;518;433409;0;0;0;0;3058;852056;7;18348;79;40324;10;332712;13;31806;4396;774254;3171;1865841;
610542;Jundrov;5144;4148452;308;111904;0;0;2;230;1923;937311;0;0;98;27812;45;2541147;2;31204;1741;225005;1025;273839;
610585;KomÌn;10169;7598881;1916;3306801;0;0;5;3240;1694;656367;0;0;350;333502;117;1320930;31;138339;2497;382645;3559;1457057;
610704;Z·brdovice;2323;1635549;0;0;0;0;0;0;331;84478;0;0;0;0;0;0;7;35987;1387;963698;598;551386;
610771;»ern· Pole;5493;2459217;40;54732;0;0;0;0;1543;374528;0;0;0;0;0;0;2;10023;2696;748099;1212;1271835;
610844;Husovice;3591;1320428;35;18207;0;0;0;0;843;259797;0;0;22;26503;4;5578;24;76681;1909;432313;754;501349;
610887;Lesn·;4554;2580576;62;62635;0;0;0;0;499;160494;1;332;31;18487;29;220396;0;0;2211;373429;1721;1744803;
610950;Trnit·;2396;1896756;55;69365;0;0;0;0;170;44029;0;0;0;0;0;0;22;16034;900;755001;1249;1012327;
611026;Kom·rov;2860;1664375;74;243967;0;0;0;0;376;97914;0;0;3;1629;0;0;14;13901;1087;385059;1306;921905;
611115;éidenice;14973;6451723;295;260454;0;0;2;2041;3001;1018607;18;36245;98;192100;22;154479;2;16056;5585;1183323;5950;3588418;
611263;»ernovice;5849;6292197;468;1487121;0;0;4;2125;1090;450005;6;36357;23;22856;5;1468;5;75232;1876;807360;2372;3409673;
611379;Ponava;2045;1600058;58;78595;0;0;0;0;207;73788;0;0;0;0;0;0;1;32111;723;420610;1056;994954;
611484;Kr·lovo Pole;9946;5496900;109;100111;0;0;1;831;1748;804286;13;35209;84;103352;29;422153;13;25089;4210;1334023;3739;2671846;
611565;Sadov·;1880;2821020;81;193618;0;0;0;0;1021;902098;5;38264;67;71053;21;1391373;3;6815;405;36194;277;181605;
611646;ÿeËkovice;10306;6684634;370;657734;0;0;2;1194;1913;669452;0;0;65;163939;55;2712856;18;16987;4010;635225;3873;1827247;
611701;Mokr· Hora;1380;884082;90;159200;0;0;0;0;443;222890;8;18858;21;20437;54;198016;51;30715;414;71582;299;162384;
611743;Medl·nky;4467;3513041;614;929479;0;0;0;0;922;454776;0;0;67;51905;88;1029723;17;14356;1250;268862;1509;763940;
611778;Bystrc;16540;27242223;1184;1564709;0;0;0;0;1777;894011;7;32979;425;401494;895;18770993;128;1538399;3580;550923;8544;3488715;
611905;KnÌniËky;4239;10926727;785;648696;0;0;0;0;520;291956;0;0;163;256515;970;8030943;31;956184;847;141649;923;600784;
612006;Bohunice;5685;3017655;357;510035;0;0;1;160;998;402572;110;147070;30;30812;1;4963;20;16379;1499;389344;2669;1516320;
612014;Star˝ LÌskovec;5576;3283607;807;417848;0;0;0;0;372;92602;362;1021873;25;4610;40;19732;66;19304;1465;275652;2439;1431986;
612065;HornÌ Heröpice;4313;3774122;434;731732;0;0;0;0;866;430695;13;39223;5;3553;0;0;24;86182;1400;692007;1571;1790730;
612111;DolnÌ Heröpice;1980;3125938;484;1405632;0;0;0;0;186;152392;4;14156;44;22551;10;4464;8;72237;432;329082;812;1125424;
612146;P¯Ìz¯enice;2481;3815883;506;2160271;0;0;0;0;471;380491;18;52264;6;4961;2;2203;8;57645;778;297424;692;860624;
612171;Tu¯any;4228;9613745;1015;4893422;0;0;36;143376;986;464626;33;235821;4;782;5;41703;7;67165;1248;342490;894;3424360;
612227;BrnÏnskÈ Ivanovice;3311;4165992;456;1712705;0;0;7;4103;827;505906;3;8424;69;26544;63;126620;24;109655;1061;309717;801;1362318;
612243;Hol·sky;2181;1827569;397;957002;0;0;2;407;558;250803;1;2937;84;37544;0;0;13;83309;568;118666;558;376901;
612286;Slatina;9134;5829769;1357;1884390;0;0;2;1563;1272;430402;3;6204;28;36141;0;0;2;5201;2810;786645;3660;2679223;
612405;LÌöeÚ;17519;15707565;2625;4396236;0;0;2;759;2681;1090419;26;88667;258;287601;579;4756839;97;187739;5140;1174078;6111;3725227;
612499;MalomÏ¯ice;6205;4078334;714;641956;0;0;2;2022;1151;490201;0;0;55;18398;21;217897;17;71962;1872;362841;2373;2273057;
612553;Ob¯any;5330;5275458;966;1504075;0;0;1;971;1552;902655;6;24038;235;184457;173;1799783;24;60346;1331;194134;1042;604999;
612600;Brocn·;959;3879832;413;3102569;0;0;0;0;88;71798;0;0;167;383037;31;113969;16;4961;97;71275;147;132223;
612626;Svinn· u BrocnÈ;801;3903594;190;1848014;0;0;0;0;82;85492;1;3909;190;578971;83;1124064;39;20537;70;40572;146;202035;
612634;Brod u P¯ÌbramÏ;1021;2333259;189;869391;0;0;0;0;65;25861;0;0;214;270905;55;368463;56;17596;139;46568;303;734475;
612642;Brod nad DyjÌ;2196;11206033;367;3639705;0;0;340;2664019;198;83658;0;0;42;211868;82;1496552;29;1735863;500;138960;638;1235408;
612651;Brod nad Tichou;1527;9816688;208;3793794;0;0;0;0;73;52036;1;6231;386;2538495;109;2067426;158;525679;137;88057;455;744970;
612669;Brod u St¯Ìbra;1036;8541614;134;2652009;0;0;0;0;59;22505;0;0;150;629453;235;4650612;31;196355;116;47571;311;343109;
612677;TunÏchody u St¯Ìbra;525;4996977;36;1369144;0;0;0;0;30;9995;0;0;120;1302360;118;1869728;35;130579;56;20814;130;294357;
612685;Brodce nad Jizerou;1503;10980851;188;5036303;0;0;0;0;248;135319;3;8587;92;1537801;65;3081743;25;145317;563;185047;319;850734;
612693;Brodec;1072;2844765;193;1068465;24;126444;0;0;129;95943;7;25574;179;699198;47;150070;30;31293;95;39264;368;608514;
612707;Brodek u Konice;1993;6482165;312;3864347;0;0;0;0;453;205383;8;26546;125;574642;146;659172;22;44601;440;112974;487;994500;
604127;Za¯ÌËany;2031;6399320;1413;5581993;0;0;0;0;62;56910;5;13549;146;379874;6;27723;168;103380;124;73504;107;162387;
604135;BÌlÈ PoliËany;1449;5371715;405;2293409;0;0;0;0;182;152532;0;0;236;851164;86;1621787;72;28987;143;51005;325;372831;
604143;BÌlÈ Vchynice;791;3117160;429;2335452;0;0;0;0;94;73395;0;0;63;222579;12;256059;19;67697;94;54365;80;107613;
604151;BÌlence;904;7025184;302;6264674;0;0;0;0;72;32133;4;5639;29;102556;16;82657;29;39730;126;49537;326;448258;
